target,target_tss,locus_chrom,locus_start,locus_end,locus_midpoint,locus_width_bp,distance_to_tss_bp,distance_band,n_experiments_supporting,n_experiments_at_bed10,n_experiments_at_bed05,support_pattern,support_concentration_metric_bp,supporting_experiment_ids,biosample_summary,candidate_tier,justification
ABCA3,chr16:2340749 (-),chr16,2408669,2408906,2408787,237,-68038,50-100kb_upstream,1,0,1,concentrated,237,SRX12008016,cancer_lung_line=1,low_priority_or_likely_noise,"Low-priority candidate (single experiment); likely noise or cell-line-specific. Tier driven by bed10 support count = 0 (any-threshold = 1). Locus is concentrated (width = 237 bp), in band 50-100kb_upstream relative to ABCA3 TSS. Candidate-level only: cancer-line ChIP does not establish developmental binding; locus-distance proximity does not establish regulatory contact."
ABCA3,chr16:2340749 (-),chr16,2423237,2423339,2423288,102,-82539,50-100kb_upstream,1,1,1,concentrated,102,SRX2164786,cancer_lung_line=1,low_priority_or_likely_noise,"Low-priority candidate (single experiment); likely noise or cell-line-specific. Tier driven by bed10 support count = 1 (any-threshold = 1). Locus is concentrated (width = 102 bp), in band 50-100kb_upstream relative to ABCA3 TSS. Candidate-level only: cancer-line ChIP does not establish developmental binding; locus-distance proximity does not establish regulatory contact."
ABCA3,chr16:2340749 (-),chr16,2458108,2458412,2458260,304,-117511,100-200kb_upstream,4,1,4,concentrated,304,SRX12008015;SRX174819;SRX366169;SRX366170,cancer_lung_line=4,weak_distal_candidate,"Weak distal candidate. Tier driven by bed10 support count = 1 (any-threshold = 4). Locus is concentrated (width = 304 bp), in band 100-200kb_upstream relative to ABCA3 TSS. Candidate-level only: cancer-line ChIP does not establish developmental binding; locus-distance proximity does not establish regulatory contact."
ABCA3,chr16:2340749 (-),chr16,2459863,2460090,2459976,227,-119227,100-200kb_upstream,2,0,2,concentrated,227,SRX12008015;SRX174819,cancer_lung_line=2,weak_distal_candidate,"Weak distal candidate. Tier driven by bed10 support count = 0 (any-threshold = 2). Locus is concentrated (width = 227 bp), in band 100-200kb_upstream relative to ABCA3 TSS. Candidate-level only: cancer-line ChIP does not establish developmental binding; locus-distance proximity does not establish regulatory contact."
ABCA3,chr16:2340749 (-),chr16,2465719,2465798,2465758,79,-125009,100-200kb_upstream,1,0,1,concentrated,79,SRX2164786,cancer_lung_line=1,low_priority_or_likely_noise,"Low-priority candidate (single experiment); likely noise or cell-line-specific. Tier driven by bed10 support count = 0 (any-threshold = 1). Locus is concentrated (width = 79 bp), in band 100-200kb_upstream relative to ABCA3 TSS. Candidate-level only: cancer-line ChIP does not establish developmental binding; locus-distance proximity does not establish regulatory contact."
ABCA3,chr16:2340749 (-),chr16,2468886,2469137,2469011,251,-128262,100-200kb_upstream,2,0,2,concentrated,251,SRX12008006;SRX12008017,cancer_lung_line=2,weak_distal_candidate,"Weak distal candidate. Tier driven by bed10 support count = 0 (any-threshold = 2). Locus is concentrated (width = 251 bp), in band 100-200kb_upstream relative to ABCA3 TSS. Candidate-level only: cancer-line ChIP does not establish developmental binding; locus-distance proximity does not establish regulatory contact."
ABCA3,chr16:2340749 (-),chr16,2470517,2470824,2470670,307,-129921,100-200kb_upstream,6,2,6,concentrated,307,SRX12008006;SRX12008007;SRX12008008;SRX12008011;SRX12008018;SRX2164786,cancer_lung_line=6,moderate_distal_candidate,"Moderate distal candidate. Tier driven by bed10 support count = 2 (any-threshold = 6). Locus is concentrated (width = 307 bp), in band 100-200kb_upstream relative to ABCA3 TSS. Candidate-level only: cancer-line ChIP does not establish developmental binding; locus-distance proximity does not establish regulatory contact."
ABCA3,chr16:2340749 (-),chr16,2480913,2481025,2480969,112,-140220,100-200kb_upstream,1,0,1,concentrated,112,SRX2164786,cancer_lung_line=1,low_priority_or_likely_noise,"Low-priority candidate (single experiment); likely noise or cell-line-specific. Tier driven by bed10 support count = 0 (any-threshold = 1). Locus is concentrated (width = 112 bp), in band 100-200kb_upstream relative to ABCA3 TSS. Candidate-level only: cancer-line ChIP does not establish developmental binding; locus-distance proximity does not establish regulatory contact."
ABCA3,chr16:2340749 (-),chr16,2482919,2483699,2483309,780,-142560,100-200kb_upstream,4,2,4,concentrated,780,SRX12008006;SRX12008017;SRX366169;SRX366170,cancer_lung_line=4,weak_distal_candidate,"Weak distal candidate. Tier driven by bed10 support count = 2 (any-threshold = 4). Locus is concentrated (width = 780 bp), in band 100-200kb_upstream relative to ABCA3 TSS. Candidate-level only: cancer-line ChIP does not establish developmental binding; locus-distance proximity does not establish regulatory contact."
ABCA3,chr16:2340749 (-),chr16,2490817,2491230,2491023,413,-150274,100-200kb_upstream,9,7,9,concentrated,413,SRX12008006;SRX12008007;SRX12008008;SRX12008009;SRX12008010;SRX12008011;SRX12008017;SRX12008018;SRX12008019,cancer_lung_line=9,strong_distal_candidate,"Strong distal candidate: warrants Hi-C / promoter-capture / perturbation follow-up. Tier driven by bed10 support count = 7 (any-threshold = 9). Locus is concentrated (width = 413 bp), in band 100-200kb_upstream relative to ABCA3 TSS. Candidate-level only: cancer-line ChIP does not establish developmental binding; locus-distance proximity does not establish regulatory contact."
ABCA3,chr16:2340749 (-),chr16,2494637,2494999,2494818,362,-154069,100-200kb_upstream,3,3,3,concentrated,362,SRX2164786;SRX366169;SRX366170,cancer_lung_line=3,moderate_distal_candidate,"Moderate distal candidate. Tier driven by bed10 support count = 3 (any-threshold = 3). Locus is concentrated (width = 362 bp), in band 100-200kb_upstream relative to ABCA3 TSS. Candidate-level only: cancer-line ChIP does not establish developmental binding; locus-distance proximity does not establish regulatory contact."
ABCA3,chr16:2340749 (-),chr16,2501324,2501430,2501377,106,-160628,100-200kb_upstream,1,0,1,concentrated,106,SRX2164786,cancer_lung_line=1,low_priority_or_likely_noise,"Low-priority candidate (single experiment); likely noise or cell-line-specific. Tier driven by bed10 support count = 0 (any-threshold = 1). Locus is concentrated (width = 106 bp), in band 100-200kb_upstream relative to ABCA3 TSS. Candidate-level only: cancer-line ChIP does not establish developmental binding; locus-distance proximity does not establish regulatory contact."
ABCA3,chr16:2340749 (-),chr16,2504406,2504591,2504498,185,-163749,100-200kb_upstream,1,0,1,concentrated,185,SRX12008018,cancer_lung_line=1,low_priority_or_likely_noise,"Low-priority candidate (single experiment); likely noise or cell-line-specific. Tier driven by bed10 support count = 0 (any-threshold = 1). Locus is concentrated (width = 185 bp), in band 100-200kb_upstream relative to ABCA3 TSS. Candidate-level only: cancer-line ChIP does not establish developmental binding; locus-distance proximity does not establish regulatory contact."
ABCA3,chr16:2340749 (-),chr16,2531911,2532111,2532011,200,-191262,100-200kb_upstream,3,0,3,concentrated,200,SRX12008015;SRX174819;SRX366169,cancer_lung_line=3,weak_distal_candidate,"Weak distal candidate. Tier driven by bed10 support count = 0 (any-threshold = 3). Locus is concentrated (width = 200 bp), in band 100-200kb_upstream relative to ABCA3 TSS. Candidate-level only: cancer-line ChIP does not establish developmental binding; locus-distance proximity does not establish regulatory contact."
ABCA3,chr16:2340749 (-),chr16,2537026,2537128,2537077,102,-196328,100-200kb_upstream,1,0,1,concentrated,102,SRX2164786,cancer_lung_line=1,low_priority_or_likely_noise,"Low-priority candidate (single experiment); likely noise or cell-line-specific. Tier driven by bed10 support count = 0 (any-threshold = 1). Locus is concentrated (width = 102 bp), in band 100-200kb_upstream relative to ABCA3 TSS. Candidate-level only: cancer-line ChIP does not establish developmental binding; locus-distance proximity does not establish regulatory contact."
FOXA2,chr20:22585455 (-),chr20,22386157,22386239,22386198,82,199257,100-200kb_downstream,1,0,1,concentrated,82,SRX2164786,cancer_lung_line=1,low_priority_or_likely_noise,"Low-priority candidate (single experiment); likely noise or cell-line-specific. Tier driven by bed10 support count = 0 (any-threshold = 1). Locus is concentrated (width = 82 bp), in band 100-200kb_downstream relative to FOXA2 TSS. Candidate-level only: cancer-line ChIP does not establish developmental binding; locus-distance proximity does not establish regulatory contact."
FOXA2,chr20:22585455 (-),chr20,22390152,22390606,22390379,454,195076,100-200kb_downstream,5,5,5,concentrated,454,SRX12008015;SRX174819;SRX2164786;SRX366169;SRX366170,cancer_lung_line=5,strong_distal_candidate,"Strong distal candidate: warrants Hi-C / promoter-capture / perturbation follow-up. Tier driven by bed10 support count = 5 (any-threshold = 5). Locus is concentrated (width = 454 bp), in band 100-200kb_downstream relative to FOXA2 TSS. Candidate-level only: cancer-line ChIP does not establish developmental binding; locus-distance proximity does not establish regulatory contact."
FOXA2,chr20:22585455 (-),chr20,22411569,22412164,22411866,595,173589,100-200kb_downstream,1,1,1,concentrated,595,SRX2164786,cancer_lung_line=1,low_priority_or_likely_noise,"Low-priority candidate (single experiment); likely noise or cell-line-specific. Tier driven by bed10 support count = 1 (any-threshold = 1). Locus is concentrated (width = 595 bp), in band 100-200kb_downstream relative to FOXA2 TSS. Candidate-level only: cancer-line ChIP does not establish developmental binding; locus-distance proximity does not establish regulatory contact."
FOXA2,chr20:22585455 (-),chr20,22423500,22423601,22423550,101,161905,100-200kb_downstream,1,1,1,concentrated,101,SRX2164786,cancer_lung_line=1,low_priority_or_likely_noise,"Low-priority candidate (single experiment); likely noise or cell-line-specific. Tier driven by bed10 support count = 1 (any-threshold = 1). Locus is concentrated (width = 101 bp), in band 100-200kb_downstream relative to FOXA2 TSS. Candidate-level only: cancer-line ChIP does not establish developmental binding; locus-distance proximity does not establish regulatory contact."
FOXA2,chr20:22585455 (-),chr20,22425778,22425886,22425832,108,159623,100-200kb_downstream,1,0,1,concentrated,108,SRX2164786,cancer_lung_line=1,low_priority_or_likely_noise,"Low-priority candidate (single experiment); likely noise or cell-line-specific. Tier driven by bed10 support count = 0 (any-threshold = 1). Locus is concentrated (width = 108 bp), in band 100-200kb_downstream relative to FOXA2 TSS. Candidate-level only: cancer-line ChIP does not establish developmental binding; locus-distance proximity does not establish regulatory contact."
FOXA2,chr20:22585455 (-),chr20,22428161,22428385,22428273,224,157182,100-200kb_downstream,4,3,4,concentrated,224,SRX12008015;SRX174819;SRX2164786;SRX366169,cancer_lung_line=4,moderate_distal_candidate,"Moderate distal candidate. Tier driven by bed10 support count = 3 (any-threshold = 4). Locus is concentrated (width = 224 bp), in band 100-200kb_downstream relative to FOXA2 TSS. Candidate-level only: cancer-line ChIP does not establish developmental binding; locus-distance proximity does not establish regulatory contact."
FOXA2,chr20:22585455 (-),chr20,22430158,22430410,22430284,252,155171,100-200kb_downstream,3,1,3,concentrated,252,SRX12008015;SRX174819;SRX2164786,cancer_lung_line=3,weak_distal_candidate,"Weak distal candidate. Tier driven by bed10 support count = 1 (any-threshold = 3). Locus is concentrated (width = 252 bp), in band 100-200kb_downstream relative to FOXA2 TSS. Candidate-level only: cancer-line ChIP does not establish developmental binding; locus-distance proximity does not establish regulatory contact."
FOXA2,chr20:22585455 (-),chr20,22437460,22437661,22437560,201,147895,100-200kb_downstream,4,1,4,concentrated,201,SRX12008015;SRX174819;SRX2164786;SRX366169,cancer_lung_line=4,weak_distal_candidate,"Weak distal candidate. Tier driven by bed10 support count = 1 (any-threshold = 4). Locus is concentrated (width = 201 bp), in band 100-200kb_downstream relative to FOXA2 TSS. Candidate-level only: cancer-line ChIP does not establish developmental binding; locus-distance proximity does not establish regulatory contact."
FOXA2,chr20:22585455 (-),chr20,22449409,22449656,22449532,247,135923,100-200kb_downstream,2,2,2,concentrated,247,SRX12008015;SRX174819,cancer_lung_line=2,weak_distal_candidate,"Weak distal candidate. Tier driven by bed10 support count = 2 (any-threshold = 2). Locus is concentrated (width = 247 bp), in band 100-200kb_downstream relative to FOXA2 TSS. Candidate-level only: cancer-line ChIP does not establish developmental binding; locus-distance proximity does not establish regulatory contact."
FOXA2,chr20:22585455 (-),chr20,22453398,22453515,22453456,117,131999,100-200kb_downstream,1,1,1,concentrated,117,SRX2164786,cancer_lung_line=1,low_priority_or_likely_noise,"Low-priority candidate (single experiment); likely noise or cell-line-specific. Tier driven by bed10 support count = 1 (any-threshold = 1). Locus is concentrated (width = 117 bp), in band 100-200kb_downstream relative to FOXA2 TSS. Candidate-level only: cancer-line ChIP does not establish developmental binding; locus-distance proximity does not establish regulatory contact."
FOXA2,chr20:22585455 (-),chr20,22463535,22464025,22463780,490,121675,100-200kb_downstream,12,8,12,concentrated,490,SRX12008006;SRX12008007;SRX12008008;SRX12008009;SRX12008010;SRX12008015;SRX12008016;SRX12008018;SRX12008020;SRX174819;SRX2164786;SRX2164788,cancer_lung_line=12,strong_distal_candidate,"Strong distal candidate: warrants Hi-C / promoter-capture / perturbation follow-up. Tier driven by bed10 support count = 8 (any-threshold = 12). Locus is concentrated (width = 490 bp), in band 100-200kb_downstream relative to FOXA2 TSS. Candidate-level only: cancer-line ChIP does not establish developmental binding; locus-distance proximity does not establish regulatory contact."
FOXA2,chr20:22585455 (-),chr20,22465058,22465198,22465128,140,120327,100-200kb_downstream,1,0,1,concentrated,140,SRX2164786,cancer_lung_line=1,low_priority_or_likely_noise,"Low-priority candidate (single experiment); likely noise or cell-line-specific. Tier driven by bed10 support count = 0 (any-threshold = 1). Locus is concentrated (width = 140 bp), in band 100-200kb_downstream relative to FOXA2 TSS. Candidate-level only: cancer-line ChIP does not establish developmental binding; locus-distance proximity does not establish regulatory contact."
FOXA2,chr20:22585455 (-),chr20,22471505,22471817,22471661,312,113794,100-200kb_downstream,5,3,5,concentrated,312,SRX12008015;SRX174819;SRX2164786;SRX366169;SRX366170,cancer_lung_line=5,moderate_distal_candidate,"Moderate distal candidate. Tier driven by bed10 support count = 3 (any-threshold = 5). Locus is concentrated (width = 312 bp), in band 100-200kb_downstream relative to FOXA2 TSS. Candidate-level only: cancer-line ChIP does not establish developmental binding; locus-distance proximity does not establish regulatory contact."
FOXA2,chr20:22585455 (-),chr20,22490336,22490442,22490389,106,95066,50-100kb_downstream,1,0,1,concentrated,106,SRX2164786,cancer_lung_line=1,low_priority_or_likely_noise,"Low-priority candidate (single experiment); likely noise or cell-line-specific. Tier driven by bed10 support count = 0 (any-threshold = 1). Locus is concentrated (width = 106 bp), in band 50-100kb_downstream relative to FOXA2 TSS. Candidate-level only: cancer-line ChIP does not establish developmental binding; locus-distance proximity does not establish regulatory contact."
FOXA2,chr20:22585455 (-),chr20,22495296,22495513,22495404,217,90051,50-100kb_downstream,1,0,1,concentrated,217,SRX12008020,cancer_lung_line=1,low_priority_or_likely_noise,"Low-priority candidate (single experiment); likely noise or cell-line-specific. Tier driven by bed10 support count = 0 (any-threshold = 1). Locus is concentrated (width = 217 bp), in band 50-100kb_downstream relative to FOXA2 TSS. Candidate-level only: cancer-line ChIP does not establish developmental binding; locus-distance proximity does not establish regulatory contact."
FOXA2,chr20:22585455 (-),chr20,22499648,22500064,22499856,416,85599,50-100kb_downstream,1,0,1,concentrated,416,SRX12008019,cancer_lung_line=1,low_priority_or_likely_noise,"Low-priority candidate (single experiment); likely noise or cell-line-specific. Tier driven by bed10 support count = 0 (any-threshold = 1). Locus is concentrated (width = 416 bp), in band 50-100kb_downstream relative to FOXA2 TSS. Candidate-level only: cancer-line ChIP does not establish developmental binding; locus-distance proximity does not establish regulatory contact."
FOXA2,chr20:22585455 (-),chr20,22684145,22684250,22684197,105,-98742,50-100kb_upstream,1,0,1,concentrated,105,SRX2164786,cancer_lung_line=1,low_priority_or_likely_noise,"Low-priority candidate (single experiment); likely noise or cell-line-specific. Tier driven by bed10 support count = 0 (any-threshold = 1). Locus is concentrated (width = 105 bp), in band 50-100kb_upstream relative to FOXA2 TSS. Candidate-level only: cancer-line ChIP does not establish developmental binding; locus-distance proximity does not establish regulatory contact."
FOXA2,chr20:22585455 (-),chr20,22691775,22691860,22691817,85,-106362,100-200kb_upstream,1,0,1,concentrated,85,SRX2164786,cancer_lung_line=1,low_priority_or_likely_noise,"Low-priority candidate (single experiment); likely noise or cell-line-specific. Tier driven by bed10 support count = 0 (any-threshold = 1). Locus is concentrated (width = 85 bp), in band 100-200kb_upstream relative to FOXA2 TSS. Candidate-level only: cancer-line ChIP does not establish developmental binding; locus-distance proximity does not establish regulatory contact."
FOXA2,chr20:22585455 (-),chr20,22700234,22700930,22700582,696,-115127,100-200kb_upstream,3,1,3,concentrated,696,SRX12008014;SRX174817;SRX2164786,cancer_lung_line=3,weak_distal_candidate,"Weak distal candidate. Tier driven by bed10 support count = 1 (any-threshold = 3). Locus is concentrated (width = 696 bp), in band 100-200kb_upstream relative to FOXA2 TSS. Candidate-level only: cancer-line ChIP does not establish developmental binding; locus-distance proximity does not establish regulatory contact."
FOXA2,chr20:22585455 (-),chr20,22712481,22712697,22712589,216,-127134,100-200kb_upstream,5,2,5,concentrated,216,SRX12008015;SRX174819;SRX2164786;SRX366169;SRX366170,cancer_lung_line=5,moderate_distal_candidate,"Moderate distal candidate. Tier driven by bed10 support count = 2 (any-threshold = 5). Locus is concentrated (width = 216 bp), in band 100-200kb_upstream relative to FOXA2 TSS. Candidate-level only: cancer-line ChIP does not establish developmental binding; locus-distance proximity does not establish regulatory contact."
FOXA2,chr20:22585455 (-),chr20,22716796,22717928,22717362,1132,-131907,100-200kb_upstream,8,7,8,moderately_concentrated,1132,SRX12008014;SRX12008015;SRX174817;SRX174819;SRX2164786;SRX2164788;SRX366169;SRX366170,cancer_lung_line=8,strong_distal_candidate,"Strong distal candidate: warrants Hi-C / promoter-capture / perturbation follow-up. Tier driven by bed10 support count = 7 (any-threshold = 8). Locus is moderately_concentrated (width = 1132 bp), in band 100-200kb_upstream relative to FOXA2 TSS. Candidate-level only: cancer-line ChIP does not establish developmental binding; locus-distance proximity does not establish regulatory contact."
FOXA2,chr20:22585455 (-),chr20,22723739,22723981,22723860,242,-138405,100-200kb_upstream,3,2,3,concentrated,242,SRX2164786;SRX366169;SRX366170,cancer_lung_line=3,weak_distal_candidate,"Weak distal candidate. Tier driven by bed10 support count = 2 (any-threshold = 3). Locus is concentrated (width = 242 bp), in band 100-200kb_upstream relative to FOXA2 TSS. Candidate-level only: cancer-line ChIP does not establish developmental binding; locus-distance proximity does not establish regulatory contact."
FOXA2,chr20:22585455 (-),chr20,22729215,22730002,22729608,787,-144153,100-200kb_upstream,2,1,2,concentrated,787,SRX2164786;SRX366169,cancer_lung_line=2,weak_distal_candidate,"Weak distal candidate. Tier driven by bed10 support count = 1 (any-threshold = 2). Locus is concentrated (width = 787 bp), in band 100-200kb_upstream relative to FOXA2 TSS. Candidate-level only: cancer-line ChIP does not establish developmental binding; locus-distance proximity does not establish regulatory contact."
FOXA2,chr20:22585455 (-),chr20,22735014,22735290,22735152,276,-149697,100-200kb_upstream,5,4,5,concentrated,276,SRX12008015;SRX174819;SRX2164786;SRX366169;SRX366170,cancer_lung_line=5,moderate_distal_candidate,"Moderate distal candidate. Tier driven by bed10 support count = 4 (any-threshold = 5). Locus is concentrated (width = 276 bp), in band 100-200kb_upstream relative to FOXA2 TSS. Candidate-level only: cancer-line ChIP does not establish developmental binding; locus-distance proximity does not establish regulatory contact."
FOXA2,chr20:22585455 (-),chr20,22750689,22750979,22750834,290,-165379,100-200kb_upstream,2,1,2,concentrated,290,SRX12008014;SRX2164786,cancer_lung_line=2,weak_distal_candidate,"Weak distal candidate. Tier driven by bed10 support count = 1 (any-threshold = 2). Locus is concentrated (width = 290 bp), in band 100-200kb_upstream relative to FOXA2 TSS. Candidate-level only: cancer-line ChIP does not establish developmental binding; locus-distance proximity does not establish regulatory contact."
FOXA2,chr20:22585455 (-),chr20,22762654,22764077,22763365,1423,-177910,100-200kb_upstream,5,3,5,moderately_concentrated,1423,SRX12008015;SRX174819;SRX2164786;SRX2164788;SRX366169,cancer_lung_line=5,moderate_distal_candidate,"Moderate distal candidate. Tier driven by bed10 support count = 3 (any-threshold = 5). Locus is moderately_concentrated (width = 1423 bp), in band 100-200kb_upstream relative to FOXA2 TSS. Candidate-level only: cancer-line ChIP does not establish developmental binding; locus-distance proximity does not establish regulatory contact."
FOXA2,chr20:22585455 (-),chr20,22771851,22772092,22771971,241,-186516,100-200kb_upstream,2,0,2,concentrated,241,SRX12008015;SRX174819,cancer_lung_line=2,weak_distal_candidate,"Weak distal candidate. Tier driven by bed10 support count = 0 (any-threshold = 2). Locus is concentrated (width = 241 bp), in band 100-200kb_upstream relative to FOXA2 TSS. Candidate-level only: cancer-line ChIP does not establish developmental binding; locus-distance proximity does not establish regulatory contact."
FOXA2,chr20:22585455 (-),chr20,22773414,22773665,22773539,251,-188084,100-200kb_upstream,1,1,1,concentrated,251,SRX2164786,cancer_lung_line=1,low_priority_or_likely_noise,"Low-priority candidate (single experiment); likely noise or cell-line-specific. Tier driven by bed10 support count = 1 (any-threshold = 1). Locus is concentrated (width = 251 bp), in band 100-200kb_upstream relative to FOXA2 TSS. Candidate-level only: cancer-line ChIP does not establish developmental binding; locus-distance proximity does not establish regulatory contact."
FOXA2,chr20:22585455 (-),chr20,22775144,22776155,22775649,1011,-190194,100-200kb_upstream,3,2,3,moderately_concentrated,1011,SRX2164786;SRX366169;SRX366170,cancer_lung_line=3,weak_distal_candidate,"Weak distal candidate. Tier driven by bed10 support count = 2 (any-threshold = 3). Locus is moderately_concentrated (width = 1011 bp), in band 100-200kb_upstream relative to FOXA2 TSS. Candidate-level only: cancer-line ChIP does not establish developmental binding; locus-distance proximity does not establish regulatory contact."
